hhid,round,comment,memberid,s2q2,s2q3,s2q5,s2q27,s2q20,s2q20b,s2q17,s2q17b,s2q18,s2q4b,s2q4a,s2q6,s2q7,s2q8a,s2q8b,s2q8c,s2q24,s2q21,s2q22,s2q23a,s2q23b,s2q23c,s2q23d,s2q23e,s2q9,s2q10,s2q11,s2q12,s2q13,s2q14,s2q25a,s2q25,s2q25a_r6,s2q25_r6,s2q26,s2q28,s2q29,s2q29a,s2q30,s2q31,s2q31b,s2q31c,s2q32,s2q32b,s2q32c
1002,4,0,6,Male,12,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,4,0,7,Female,8,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,5,0,1,Male,53,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,5,0,2,Female,40,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,5,0,3,Female,20,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,5,0,4,Female,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,5,0,5,Female,16,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,5,0,6,Male,14,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1002,5,0,7,Female,10,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,6,0,1,Male,55,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,6,0,2,Female,42,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,6,0,3,Female,22,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,6,0,4,Female,20,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,6,0,5,Female,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,6,0,6,Male,16,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,6,0,7,Female,12,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1002,7,,1,Female,36,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,No,Yes,Yes,link removed,Yes,Yes,Basic phone
1002,7,,2,Male,52,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,Yes,No,,Yes,Yes,Basic phone
1002,7,,3,Female,85,Parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,Yes,link removed,No,,
1002,7,,4,Female,22,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,Yes,Yes,Smartphone
1002,7,,5,Female,19,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,Yes,Yes,Smartphone
1002,7,,6,Female,17,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
1002,7,,7,Female,14,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
1003,1,,1,Female,33,Head,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1,,2,Male,28,Spouse/consensual partner,,,,,,,,,Married,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1,,3,Male,27,Other relative,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1,,4,Male,7,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,2,Yes,Yes,1,,,,,,,,,,,,,,,
1003,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,3,0,1,Female,35,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,3,0,2,Male,30,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,3,0,3,Male,29,Other relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,3,0,4,Male,9,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,4,0,1,Female,36,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,4,0,2,Male,31,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,4,0,3,Male,30,Other relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,4,0,4,Male,10,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,4,0,5,Female,0,Son/daughter,,Birth,,,,,2012,September,,,,,,,,,,,,,,Yes,Yes,2,Yes,Yes,1,,,,,,,,,,,,,,,
1003,5,0,1,Female,38,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,5,0,2,Male,33,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,5,0,3,Male,32,Left the household,,,,Work,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,5,0,4,Male,12,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1003,5,0,5,Female,2,Son/daughter,,,,,,,2011,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,6,0,1,Female,40,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1003,6,0,2,Male,35,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1003,6,0,4,Male,14,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1003,6,0,5,Female,4,Son/daughter,,,,,,,2011,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,7,,1,Female,44,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,Yes,Yes,No,,Yes,Yes,Basic phone
1003,7,,2,Male,40,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,Yes,Yes,Basic phone
1003,7,,3,Male,17,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
1003,7,,4,Female,4,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
1004,1,,1,Female,88,Head,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1,,2,Male,37,Spouse of son/daughter,,,,,,,,,Married,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1,,3,Female,30,Son/daughter,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1,,4,Female,14,Brother/sister in-law,,,,,,,,,Never married,,,,,,,,,,,,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,
1004,1,,5,Male,8,Grandchild,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,2,Yes,Yes,3,,,,,,,,,,,,,,,
1004,1,,6,Female,4,Grandchild,,,,,,,2004,December,Never married,,,,,,,,,,,,,Yes,Yes,2,Yes,Yes,3,,,,,,,,,,,,,,,
1004,1,,7,Female,1,Grandchild,,,,,,,2008,December,Never married,,,,,,,,,,,,,Yes,Yes,2,Yes,Yes,3,,,,,,,,,,,,,,,
1004,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,3,0,1,Female,90,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,2,Male,39,Spouse of son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,3,Female,32,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,4,Female,16,Brother/sister in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,5,Male,10,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,6,Female,6,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,7,Female,3,Grandchild,,,,,,,2009,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,3,0,8,Male,.a,Spouse/consensual partner,,left out in the previous survey,,,,,.b,.b,Married,1,1,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,4,0,1,Female,91,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Widowed,,,,,,,,,,
1004,4,0,2,Male,40,Spouse of son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,4,0,3,Female,33,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,4,0,4,Female,17,Brother/sister in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,4,0,5,Male,11,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,4,0,6,Female,7,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,4,0,7,Female,4,Grandchild,,,,,,,2007,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,4,1,8,Male,.b,Left the household,,,,Death,,4,.b,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,5,0,1,Female,93,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,5,0,2,Male,42,Spouse of son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,5,0,3,Female,35,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,5,0,4,Female,19,Left the household,,,,went back to biological parents,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,5,0,5,Male,13,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1004,5,0,6,Female,9,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,5,0,7,Female,6,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,6,0,1,Female,95,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1004,6,0,2,Male,44,Spouse of son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1004,6,0,3,Female,37,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1004,6,0,5,Male,15,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1004,6,0,6,Female,11,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1004,6,0,7,Female,8,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,6,0,8,Female,0,Grandchild,,Birth,,,,,2015,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,7,,1,Female,89,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,No,Yes,Yes,link removed,No,,
1004,7,,2,Male,48,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,Yes,No,,Yes,Yes,Smartphone
1004,7,,3,Female,42,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,Yes,I dont know,Smartphone
1004,7,,4,Male,19,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
1004,7,,5,Female,16,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
1004,7,,6,Female,13,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
1004,7,,7,Female,5,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
1005,1,,1,Female,38,Head,,,,,,,,,Widowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1,,2,Male,24,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1,,3,Male,22,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1,,4,Female,18,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,Yes,1,,,,,,,,,,,,,,,
1005,1,,5,Female,17,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,Yes,1,,,,,,,,,,,,,,,
1005,1,,6,Female,16,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,Yes,1,,,,,,,,,,,,,,,
1005,1,,7,Female,14,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,Yes,1,,,,,,,,,,,,,,,
1005,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,3,0,1,Female,40,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,0,2,Male,26,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,0,3,Male,24,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,0,4,Female,20,Left the household,,,,Marriage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,0,5,Female,19,Left the household,,,,Other (specify),WENT TO STAY WITH GRANDPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,0,6,Female,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,0,7,Female,16,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,4,0,1,Female,41,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,4,0,2,Male,27,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,4,0,3,Male,25,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,4,0,6,Female,19,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,4,0,7,Female,17,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,4,0,8,Female,0,Grandchild,,Birth,,,,,2012,March,,,,,,,,,,,,,,No,,,Yes,Yes,6,,,,,,,,,,,,,,,
1005,4,0,9,Female,18,Son/daughter,,left out in the previous survey,,,,,,,Never married,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,5,0,1,Female,43,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,5,0,2,Male,29,Left the household,,,,Other (specify),JAILED,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,5,0,3,Male,27,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,5,0,6,Female,21,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,5,0,7,Female,19,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,5,0,8,Female,1,Grandchild,,,,,,,2012,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,5,0,9,Female,20,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1005,5,0,10,Male,4,Not related,,Adopted,,,,,2009,Don’t Know,,,,,,,,,,,,,,No,,,Yes,No,,,,,,,,,,,,,,,,
1005,5,0,11,Male,38,Spouse/consensual partner,,Cohabiting,,,,,,,Consensual,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,6,0,1,Female,45,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Divorced/separated,,,,,,,,,,
1005,6,0,3,Male,29,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1005,6,0,6,Female,23,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1005,6,0,7,Female,21,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1005,6,0,8,Female,3,Grandchild,,,,,,,2011,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,6,0,9,Female,22,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1005,6,0,10,Male,6,Not related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,6,0,11,Male,40,Left the household,,,,Other (specify),SEPARATED,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,7,,1,Female,58,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,Yes,Yes,Yes,link removed,Yes,Yes,Basic phone
1005,7,,2,Male,.a,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,No,,
1005,7,,3,Female,22,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,Yes,Yes,Feature phone
1005,7,,4,Male,9,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
1005,7,,5,Female,7,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
1005,7,,6,Male,6,Nephew/niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
1005,7,,7,Female,3,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
1006,1,,1,Female,80,Head,,,,,,,,,Widowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1,,2,Male,16,Grandchild,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1,,3,Female,6,Uncle/aunt,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,No,,,,,,,,,,,,,,,,
1006,3,1,1,Female,68,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,3,0,2,Male,18,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,3,0,3,Female,8,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,4,0,1,Female,69,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1006,4,0,2,Male,19,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1006,4,0,3,Female,9,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,4,0,4,Male,45,Not related,,Work,,,,,,,Married,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,5,0,1,Female,71,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1006,5,0,2,Male,21,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1006,5,0,3,Female,11,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
1006,5,0,4,Male,46,Left the household,,,,Other (specify),left the work,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,5,0,5,Male,25,Not related,,Work,,,,,,,Never married,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,6,0,1,Female,73,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1006,6,1,2,Male,23,Left the household,,,,Schooling,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,6,0,3,Female,13,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
1006,6,1,5,Male,27,Left the household,,,,Work,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,7,,1,Female,77,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,Yes,Yes,Yes,link removed,Yes,Yes,Basic phone
1006,7,,2,Female,20,Uncle/aunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,Yes,Yes,Basic phone
1007,1,,1,Female,80,Head,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1,,2,Male,42,Son/daughter,,,,,,,,,Married,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1,,3,Male,40,Not related,,,,,,,,,Widowed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1,,4,Male,35,Son/daughter,,,,,,,,,Married,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1,,5,Female,30,Spouse of son/daughter,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1,,6,Female,25,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1,,7,Male,10,Not related,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,3,No,,,,,,,,,,,,,,,,,
